家賃_num,築年数_num,面積_num,徒歩分_num,駅名,駅カテゴリ,y_true_log,y_pred_log,実家賃,予測家賃
4.8,6,30.69,12,賀来駅,住宅地,1.5686159179138452,1.5959907783702547,4.8,4.933214373691208
5.2,25,54.81,20,滝尾駅,住宅地,1.6486586255873816,1.6933039938113232,5.2,5.437416248988575
5.2,25,54.81,20,滝尾駅,住宅地,1.6486586255873816,1.6933039938113232,5.2,5.437416248988575
4.75,19,46.49,15,大在駅,その他,1.55814461804655,1.6029414982613315,4.75,4.96762320952388
6.5,12,56.85,12,大在駅,その他,1.8718021769015913,1.7843561570930393,6.499999999999999,5.955744149263147
4.5,11,31.65,6,鶴崎駅,郊外,1.5040773967762742,1.5019579704713881,4.5,4.490472681419188
5.2,11,45.82,22,高城駅,郊外,1.6486586255873816,1.6582186550062818,5.2,5.249950536847446
4.7,19,42.8,13,高城駅,郊外,1.547562508716013,1.5533167389133788,4.7,4.7271228426286305
5.7,20,56.7,15,鶴崎駅,郊外,1.7404661748405046,1.7006490611173193,5.700000000000001,5.477501471420117
5.8,16,60.97,30,中判田駅,郊外,1.7578579175523736,1.781832361287562,5.8,5.940732018904924
6.2,20,56.44,15,南大分駅,住宅地,1.824549292051046,1.7584127170692636,6.200000000000001,5.803218729990323
5.4,7,38.25,27,南大分駅,住宅地,1.6863989535702288,1.6687566623143248,5.4,5.305567083074933
4.45,18,46.49,22,坂ノ市駅,郊外,1.4929040961781488,1.602004226001753,4.45,4.962969375389064
6.4,15,55.2,20,高城駅,郊外,1.8562979903656263,1.7281184656856379,6.4,5.630050802725848
4.2,28,53.14,13,大在駅,その他,1.4350845252893227,1.5964694011868006,4.2,4.935576087789411
6.0,4,41.06,13,滝尾駅,住宅地,1.791759469228055,1.7310399830650238,6.0,5.646523144392754
4.4,26,46.06,16,滝尾駅,住宅地,1.4816045409242156,1.5863448626789094,4.4,4.885857769844841
5.1,29,50.9,8,鶴崎駅,郊外,1.62924053973028,1.5547936003376142,5.1,4.73410930575161
4.4,25,43.99,12,滝尾駅,住宅地,1.4816045409242156,1.5730125176807517,4.4,4.821150139160106
5.85,4,44.63,9,大在駅,その他,1.766441661243765,1.719996099291154,5.85,5.584506680698959
5.7,21,57.81,28,鶴崎駅,郊外,1.7404661748405046,1.7010680609504591,5.700000000000001,5.479797024507262
5.8,5,41.53,8,大在駅,その他,1.7578579175523736,1.676122605222303,5.8,5.344791873735766
4.95,3,35.0,12,高城駅,郊外,1.599387576580599,1.6112772161677926,4.95,5.009204981451771
5.0,31,54.34,10,大在駅,その他,1.6094379124341003,1.583374194900679,4.999999999999999,4.871365046789674
5.9,31,61.4,18,鶴崎駅,郊外,1.7749523509116738,1.6527892435083986,5.9,5.221523635543617
4.35,14,45.39,6,坂ノ市駅,郊外,1.4701758451005926,1.629723558495665,4.35,5.1024639907324385
5.8,25,54.29,16,鶴崎駅,郊外,1.7578579175523736,1.627658602414245,5.8,5.0919384977650015
6.2,3,41.85,14,鶴崎駅,郊外,1.824549292051046,1.6881393488852152,6.200000000000001,5.409406317682247
6.6,0,50.88,17,滝尾駅,住宅地,1.8870696490323797,1.8774106058285502,6.599999999999999,6.5365572064483715
5.65,12,57.07,7,中判田駅,郊外,1.7316555451583497,1.7795602023766972,5.650000000000001,5.927249055229854
6.0,5,44.32,30,大在駅,その他,1.791759469228055,1.7025399678961919,6.0,5.487868714740015
5.2,32,54.81,20,鶴崎駅,郊外,1.6486586255873816,1.5688279558447544,5.2,4.801017889980193
5.5,14,43.74,22,南大分駅,住宅地,1.7047480922384253,1.6681047281899406,5.5,5.302109330080319
6.0,16,46.07,17,古国府駅,住宅地,1.791759469228055,1.6773376660888388,6.0,5.3512900682327595
6.0,16,46.07,16,古国府駅,住宅地,1.791759469228055,1.6775684159232205,6.0,5.352525020006711
4.7,10,32.94,10,高城駅,郊外,1.547562508716013,1.5247077150927149,4.7,4.59380067445808
5.9,5,41.0,6,高城駅,郊外,1.7749523509116738,1.6621683098656423,5.9,5.270727032481132
6.6,11,56.87,4,南大分駅,住宅地,1.8870696490323797,1.8478044623256755,6.599999999999999,6.345871616417664
6.6,11,56.87,4,南大分駅,住宅地,1.8870696490323797,1.8478044623256755,6.599999999999999,6.345871616417664
6.5,19,55.45,15,高城駅,郊外,1.8718021769015913,1.6956499764249446,6.499999999999999,5.450187307455016
5.5,18,45.26,52,高城駅,郊外,1.7047480922384253,1.5811973415053373,5.5,4.860772332823268
5.2,9,29.51,16,大分駅,中心市街地,1.6486586255873816,1.7126378272650324,5.2,5.5435651755053446
4.8,10,30.03,18,大分駅,中心市街地,1.5686159179138452,1.7089350835817942,4.8,5.523076729709323
5.0,17,32.13,19,大分駅,中心市街地,1.6094379124341003,1.668631918511095,4.999999999999999,5.30490528773699
5.6,2,41.0,22,南大分駅,住宅地,1.7227665977411035,1.7465080816704446,5.6,5.734543116995977
6.3,7,31.7,12,大分駅,中心市街地,1.840549633397487,1.7565039471289359,6.299999999999999,5.792152285529596
5.0,33,54.81,22,鶴崎駅,郊外,1.6094379124341003,1.5592553889730765,4.999999999999999,4.75527909328989
4.95,28,46.25,18,滝尾駅,住宅地,1.599387576580599,1.5698059716924,4.95,4.805715658432964
5.9,23,58.12,16,牧駅,その他,1.7749523509116738,1.6975473328490631,5.9,5.4605380717948755
4.6,13,31.65,12,滝尾駅,住宅地,1.5260563034950492,1.5430499046054331,4.6,4.678838543228948
4.6,27,35.51,11,高城駅,郊外,1.5260563034950492,1.3985992951054955,4.6,4.049523804645049
5.3,31,54.34,5,大在駅,その他,1.667706820558076,1.5845279440725875,5.3,4.876988623653234
5.3,31,54.34,8,大在駅,その他,1.667706820558076,1.5838356945694423,5.3,4.873613698981403
6.9,0,53.68,12,大在駅,その他,1.9315214116032138,1.8579056183215639,6.9,6.410297093648099
5.6,16,42.37,20,牧駅,その他,1.7227665977411035,1.5826138900512938,5.6,4.8676627319437875
7.0,12,56.39,22,敷戸駅,郊外,1.9459101490553132,1.7684230322299344,6.999999999999999,5.861602510912543
4.8,19,29.2,14,大分駅,中心市街地,1.5686159179138452,1.6184893372346152,4.8,5.0454625641039295
5.9,28,56.7,15,敷戸駅,郊外,1.7749523509116738,1.6277605234940002,5.9,5.09245750008293
